p2_real;p2_imag;A_real;A_imag
682.851;0.2;0.928064;-9.82376e-07
697.477;0.2;0.927993;-9.61986e-07
712.417;0.2;0.927922;-9.42287e-07
727.676;0.2;0.927851;-9.23223e-07
743.263;0.2;0.927779;-9.04699e-07
759.183;0.2;0.927708;-8.86556e-07
775.444;0.2;0.927637;-8.68538e-07
792.054;0.2;0.927565;-8.50248e-07
809.019;0.2;0.927494;-8.31091e-07
826.348;0.2;0.927423;-8.10228e-07
844.048;0.2;0.927352;-7.86556e-07
862.127;0.2;0.927282;-7.58786e-07
880.593;0.2;0.927214;-7.25683e-07
899.455;0.2;0.927147;-6.86548e-07
918.721;0.2;0.927083;-6.41929e-07
938.399;0.2;0.927022;-5.94278e-07
958.499;0.2;0.926965;-5.48014e-07
979.03;0.2;0.926911;-5.08412e-07
1000;0.2;0.926859;-4.79418e-07
0.001;0.4;1.51181;0.00659851
0.00103466;0.4;1.51181;0.00659349
0.00107051;0.4;1.5118;0.00658828
0.00110761;0.4;1.51179;0.00658288
0.001146;0.4;1.51178;0.00657729
0.00118571;0.4;1.51177;0.00657149
0.0012268;0.4;1.51177;0.00656547
0.00126932;0.4;1.51176;0.00655923
0.00131331;0.4;1.51175;0.00655276
0.00135882;0.4;1.51174;0.00654605
0.00140591;0.4;1.51173;0.00653909
0.00145464;0.4;1.51172;0.00653187
0.00150505;0.4;1.51171;0.00652438
0.00155721;0.4;1.5117;0.00651662
0.00161117;0.4;1.51169;0.00650856
0.00166701;0.4;1.51167;0.0065002
0.00172478;0.4;1.51166;0.00649153
0.00178456;0.4;1.51165;0.00648253
0.0018464;0.4;1.51164;0.00647319
0.00191039;0.4;1.51163;0.0064635
0.00197659;0.4;1.51161;0.00645344
0.00204509;0.4;1.5116;0.006443
0.00211597;0.4;1.51158;0.00643217
0.0021893;0.4;1.51157;0.00642092
0.00226517;0.4;1.51155;0.00640925
0.00234367;0.4;1.51154;0.00639713
0.00242489;0.4;1.51152;0.00638454
0.00250893;0.4;1.51151;0.00637148
0.00259588;0.4;1.51149;0.00635791
0.00268584;0.4;1.51147;0.00634383
0.00277892;0.4;1.51145;0.0063292
0.00287523;0.4;1.51143;0.00631401
0.00297487;0.4;1.51141;0.00629823
0.00307797;0.4;1.51139;0.00628184
0.00318464;0.4;1.51137;0.00626481
0.003295;0.4;1.51135;0.00624713
0.00340919;0.4;1.51133;0.00622876
0.00352734;0.4;1.51131;0.00620967
0.00364958;0.4;1.51128;0.00618984
0.00377606;0.4;1.51126;0.00616923
0.00390693;0.4;1.51124;0.00614782
0.00404232;0.4;1.51121;0.00612557
0.00418241;0.4;1.51118;0.00610245
0.00432736;0.4;1.51116;0.00607842
0.00447733;0.4;1.51113;0.00605345
0.00463249;0.4;1.5111;0.00602749
0.00479303;0.4;1.51107;0.00600051
0.00495914;0.4;1.51104;0.00597247
0.005131;0.4;1.51101;0.00594332
0.00530882;0.4;1.51098;0.00591302
0.0054928;0.4;1.51094;0.00588152
0.00568316;0.4;1.51091;0.00584877
0.00588011;0.4;1.51088;0.00581472
0.00608389;0.4;1.51084;0.00577932
0.00629474;0.4;1.5108;0.00574252
0.00651288;0.4;1.51076;0.00570425
0.00673859;0.4;1.51073;0.00566446
0.00697212;0.4;1.51069;0.00562309
0.00721375;0.4;1.51064;0.00558007
0.00746375;0.4;1.5106;0.00553533
0.00772241;0.4;1.51056;0.00548881
0.00799003;0.4;1.51051;0.00544043
0.00826694;0.4;1.51046;0.00538232
0.00855343;0.4;1.51041;0.00532999
0.00884986;0.4;1.51037;0.00527556
0.00915656;0.4;1.51032;0.00521895
0.00947388;0.4;1.51027;0.00516006
0.00980221;0.4;1.51021;0.00509881
0.0101419;0.4;1.51016;0.00503509
0.0104934;0.4;1.51011;0.00496879
0.010857;0.4;1.51005;0.00489982
0.0112333;0.4;1.50999;0.00482804
0.0116226;0.4;1.50993;0.00475336
0.0120254;0.4;1.50988;0.00467563
0.0124421;0.4;1.50981;0.00459473
0.0128733;0.4;1.50975;0.00451051
0.0133195;0.4;1.50969;0.00442284
0.0137811;0.4;1.50962;0.00433156
0.0142587;0.4;1.50956;0.00423652
0.0147528;0.4;1.50949;0.00413756
0.0152641;0.4;1.50943;0.00403449
0.0157931;0.4;1.50936;0.00392717
0.0163404;0.4;1.50929;0.00381541
0.0169067;0.4;1.50931;0.00310434
0.0174926;0.4;1.50924;0.00298488
0.0180988;0.4;1.50918;0.00286052
0.018726;0.4;1.50911;0.00273113
0.019375;0.4;1.50905;0.00259661
0.0200464;0.4;1.50899;0.00245692
0.0207412;0.4;1.50893;0.00231206
0.02146;0.4;1.50887;0.00216209
0.0222037;0.4;1.50881;0.00200718
0.0229732;0.4;1.50876;0.00183982
0.0237693;0.4;1.50871;0.00167597
0.0245931;0.4;1.50867;0.00150842
0.0254454;0.4;1.50864;0.00133793
0.0263272;0.4;1.50862;0.00116544
0.0272396;0.4;1.5086;0.000992116
0.0281836;0.4;1.50859;0.00081928
0.0291603;0.4;1.50858;0.000648424
0.0301709;0.4;1.50859;0.000481117
0.0312165;0.4;1.5086;0.000318914
0.0322983;0.4;1.50861;0.00016322
0.0334176;0.4;1.50863;1.51366e-05
0.0345757;0.4;1.50865;-0.000124713
0.035774;0.4;1.50867;-0.000256355
0.0370138;0.4;1.50867;-0.000387975
0.0382965;0.4;1.50868;-0.000506631
0.0396237;0.4;1.50867;-0.000622419
0.0409969;0.4;1.50865;-0.000739133
0.0424177;0.4;1.50861;-0.000861563
0.0438877;0.4;1.50856;-0.000995362
0.0454086;0.4;1.50849;-0.00114673
0.0469823;0.4;1.50842;-0.00132181
0.0486105;0.4;1.50833;-0.00152573
0.0502952;0.4;1.50824;-0.00176793
0.0520382;0.4;1.50817;-0.00203476
0.0538416;0.4;1.50812;-0.00232825
0.0557075;0.4;1.50809;-0.00264011
0.0576381;0.4;1.5081;-0.00295468
0.0596356;0.4;1.50812;-0.0035691
0.0617023;0.4;1.50802;-0.00390656
0.0638407;0.4;1.50795;-0.00424789
0.0660531;0.4;1.50788;-0.00459047
0.0683422;0.4;1.5078;-0.00493492
0.0707107;0.4;1.50772;-0.00528188
0.0731612;0.4;1.50761;-0.00563511
0.0756967;0.4;1.50748;-0.00598387
0.07832;0.4;1.50733;-0.00632796
0.0810342;0.4;1.50715;-0.00666005
0.0838425;0.4;1.50692;-0.00697184
0.0867482;0.4;1.50665;-0.00724044
0.0897545;0.4;1.5063;-0.00744698
0.092865;0.4;1.5058;-0.00756804
0.0960833;0.4;1.50498;-0.0076788
0.0994131;0.4;1.50378;-0.00824399
0.102858;0.4;1.50307;-0.00953963
0.106423;0.4;1.50314;-0.010503
0.110111;0.4;1.50323;-0.0109689
0.113927;0.4;1.50321;-0.0112399
0.117875;0.4;1.50312;-0.0114509
0.12196;0.4;1.50302;-0.0116532
0.126187;0.4;1.50295;-0.0118718
0.13056;0.4;1.50294;-0.0121158
0.135085;0.4;1.50299;-0.0123644
0.139766;0.4;1.50317;-0.0124796
0.14461;0.4;1.50356;-0.0112967
0.149622;0.4;1.49756;-0.0164646
0.154807;0.4;1.5009;-0.0169691
0.160172;0.4;1.50109;-0.0177506
0.165723;0.4;1.50073;-0.0188745
0.171466;0.4;1.49991;-0.0201575
0.177408;0.4;1.49854;-0.0213557
0.183556;0.4;1.49671;-0.0219387
0.189918;0.4;1.49673;-0.0210169
0.196499;0.4;1.49081;-0.0220588
0.203309;0.4;1.49134;-0.0193269
0.210355;0.4;1.49254;-0.0181685
0.217645;0.4;1.49395;-0.0180417
0.225188;0.4;1.49548;-0.0184315
0.232992;0.4;1.49446;-0.023321
0.241066;0.4;1.49609;-0.0211353
0.249421;0.4;1.49724;-0.0215969
0.258065;0.4;1.49833;-0.0213188
0.267008;0.4;1.49634;-0.0212129
0.276261;0.4;1.49542;-0.019959
0.285835;0.4;1.49298;-0.0205228
0.295741;0.4;1.49053;-0.0225878
0.30599;0.4;1.48905;-0.0242813
0.316595;0.4;1.48786;-0.0260189
0.327567;0.4;1.48663;-0.0275063
0.338919;0.4;1.48534;-0.0288887
0.350664;0.4;1.48396;-0.0302065
0.362817;0.4;1.48248;-0.0314914
0.37539;0.4;1.48091;-0.0327626
0.3884;0.4;1.47925;-0.0340281
0.40186;0.4;1.4775;-0.0352883
0.415787;0.4;1.47567;-0.0365403
0.430196;0.4;1.47375;-0.0377789
0.445105;0.4;1.47172;-0.0389959
0.460531;0.4;1.46959;-0.0401808
0.476491;0.4;1.46736;-0.0413244
0.493004;0.4;1.46501;-0.0424208
0.510089;0.4;1.46256;-0.0434665
0.527767;0.4;1.46001;-0.0444592
0.546057;0.4;1.45736;-0.0453971
0.564981;0.4;1.4546;-0.0462792
0.584561;0.4;1.45173;-0.0471057
0.604819;0.4;1.44876;-0.0478783
0.625779;0.4;1.44567;-0.0486001
0.647466;0.4;1.44245;-0.0492697
0.669905;0.4;1.43906;-0.0498643
0.693121;0.4;1.43549;-0.0503015
0.717141;0.4;1.43182;-0.0504391
0.741995;0.4;1.42833;-0.0503095
0.767709;0.4;1.42506;-0.0502236
0.794314;0.4;1.42171;-0.0502962
0.821842;0.4;1.41808;-0.0504677
0.850324;0.4;1.41419;-0.0507074
0.879792;0.4;1.41012;-0.0509675
0.910282;0.4;1.40589;-0.0511955
0.941829;0.4;1.40152;-0.0513615
0.974468;0.4;1.39701;-0.0514526
1.00824;0.4;1.39235;-0.0514626
1.04318;0.4;1.38756;-0.051389
1.07933;0.4;1.38263;-0.0512308
1.11674;0.4;1.37757;-0.0509881
1.15544;0.4;1.37238;-0.0506596
1.19548;0.4;1.36705;-0.0502337
1.23691;0.4;1.36159;-0.0496735
1.27978;0.4;1.35608;-0.0489335
1.32413;0.4;1.35061;-0.0480814
1.37002;0.4;1.34515;-0.04726
1.4175;0.4;1.33959;-0.0464899
1.46662;0.4;1.3339;-0.0457281
1.51745;0.4;1.32809;-0.0449412
1.57004;0.4;1.32219;-0.0441127
1.62445;0.4;1.31621;-0.0432358
1.68075;0.4;1.31015;-0.0423079
1.73899;0.4;1.30403;-0.0413293
1.79926;0.4;1.29786;-0.0403045
1.86161;0.4;1.29168;-0.03925
1.92613;0.4;1.28553;-0.038227
1.99288;0.4;1.28021;-0.0366718
2.06195;0.4;1.27308;-0.0354952
2.1334;0.4;1.26685;-0.0344614
2.20734;0.4;1.26064;-0.0333676
2.28384;0.4;1.25442;-0.0322618
2.36298;0.4;1.24821;-0.031153
2.44487;0.4;1.24201;-0.0300447
2.5296;0.4;1.23583;-0.0289406
2.61727;0.4;1.22964;-0.0278391
2.70797;0.4;1.22347;-0.0266895
2.80182;0.4;1.21744;-0.0254679
2.89892;0.4;1.21154;-0.0243737
2.99938;0.4;1.20566;-0.0233561
3.10333;0.4;1.19981;-0.0223697
3.21088;0.4;1.19399;-0.0214078
3.32215;0.4;1.18823;-0.0204674
3.43728;0.4;1.18253;-0.019541
3.5564;0.4;1.17689;-0.0186144
3.67965;0.4;1.17136;-0.0176935
3.80718;0.4;1.16595;-0.0168232
3.93912;0.4;1.16061;-0.0160158
4.07563;0.4;1.15534;-0.0152538
4.21687;0.4;1.15014;-0.0145231
4.36301;0.4;1.145;-0.0138132
4.51422;0.4;1.13995;-0.0131153
4.67066;0.4;1.13499;-0.0124322
4.83253;0.4;1.13015;-0.0117835
5.1071;0.4;1.12247;-0.010826
5.21649;0.4;1.11958;-0.0104833
5.32822;0.4;1.11672;-0.0101494
5.44235;0.4;1.11388;-0.0098219
5.55892;0.4;1.11108;-0.00949912
5.67799;0.4;1.10832;-0.00918113
5.79961;0.4;1.10559;-0.00887005
5.92384;0.4;1.1029;-0.00856921
6.05072;0.4;1.10025;-0.00828113
6.18032;0.4;1.09763;-0.00800622
6.3127;0.4;1.09504;-0.00774294
6.44792;0.4;1.09248;-0.00748881
6.58603;0.4;1.08995;-0.00724129
6.7271;0.4;1.08744;-0.0069985
6.87119;0.4;1.08498;-0.00675988
7.01836;0.4;1.08254;-0.00652644
7.16869;0.4;1.08014;-0.00630026
7.32224;0.4;1.07778;-0.00608328
7.47908;0.4;1.07545;-0.00587608
7.63928;0.4;1.07314;-0.00567771
7.80291;0.4;1.07087;-0.00548628
7.97004;0.4;1.06862;-0.00529983
8.14076;0.4;1.06641;-0.00511718
8.31513;0.4;1.06422;-0.00493836
8.49323;0.4;1.06207;-0.00476455
8.67515;0.4;1.05995;-0.00459724
8.86097;0.4;1.05786;-0.00443723
9.05077;0.4;1.05579;-0.00428414
9.24463;0.4;1.05376;-0.00413666
9.44264;0.4;1.05175;-0.0039933
9.6449;0.4;1.04977;-0.00385319
9.85149;0.4;1.04782;-0.00371646
10.0625;0.4;1.0459;-0.00358401
10.278;0.4;1.04401;-0.00345682
10.4982;0.4;1.04215;-0.00333516
10.723;0.4;1.04031;-0.00321839
10.9527;0.4;1.0385;-0.00310542
11.1873;0.4;1.03671;-0.00299539
11.427;0.4;1.03495;-0.00288814
11.6717;0.4;1.03322;-0.00278423
11.9217;0.4;1.03151;-0.00268433
12.1771;0.4;1.02983;-0.00258866
12.4379;0.4;1.02818;-0.00249677
12.7043;0.4;1.02655;-0.00240787
12.9764;0.4;1.02494;-0.00232139
13.2544;0.4;1.02336;-0.00223736
13.5383;0.4;1.0218;-0.00215621
13.8283;0.4;1.02027;-0.00207831
14.1245;0.4;1.01876;-0.00200359
14.427;0.4;1.01728;-0.00193153
14.736;0.4;1.01581;-0.00186163
15.0517;0.4;1.01437;-0.00179375
15.3741;0.4;1.01296;-0.00172813
15.7034;0.4;1.01156;-0.00166505
16.0397;0.4;1.01019;-0.00160446
16.3833;0.4;1.00884;-0.00154602
16.7342;0.4;1.00751;-0.00148937
17.0926;0.4;1.0062;-0.00143444
17.4587;0.4;1.00491;-0.00138139
17.8327;0.4;1.00364;-0.00133035
18.2147;0.4;1.0024;-0.00128123
18.6048;0.4;1.00117;-0.00123375
19.0033;0.4;0.999967;-0.00118772
19.4104;0.4;0.998783;-0.00114317
19.8261;0.4;0.997618;-0.00110021
20.2508;0.4;0.996473;-0.00105885
20.6845;0.4;0.995347;-0.00101891
21.1276;0.4;0.99424;-0.000980229
21.5801;0.4;0.993153;-0.000942791
22.0424;0.4;0.992086;-0.000906669
22.5145;0.4;0.991037;-0.000871868
22.9968;0.4;0.990007;-0.000838282
23.4893;0.4;0.988995;-0.0008058
23.9925;0.4;0.988002;-0.000774415
24.5064;0.4;0.987027;-0.000744174
25.0313;0.4;0.98607;-0.000715067
25.5674;0.4;0.985131;-0.000687016
26.1151;0.4;0.98421;-0.000659966
26.6745;0.4;0.983305;-0.000633929
27.2458;0.4;0.982418;-0.000608928
27.8294;0.4;0.981548;-0.000584934
28.4255;0.4;0.980694;-0.000561895
29.0343;0.4;0.979856;-0.000539797
29.6562;0.4;0.979034;-0.000518655
30.2915;0.4;0.978226;-0.000498461
30.9403;0.4;0.977434;-0.000479177
31.603;0.4;0.976656;-0.00046078
32.2799;0.4;0.975891;-0.000443271
32.9713;0.4;0.97514;-0.000426642
33.6776;0.4;0.974401;-0.00041086
34.3989;0.4;0.973674;-0.000395899
35.1357;0.4;0.972958;-0.000381748
35.8883;0.4;0.972253;-0.00036839
36.657;0.4;0.971557;-0.00035579
37.4422;0.4;0.970871;-0.00034392
38.2442;0.4;0.970193;-0.000332757
39.0634;0.4;0.969522;-0.000322273
39.9001;0.4;0.968859;-0.000312431
40.7547;0.4;0.968201;-0.000303198
41.6277;0.4;0.967549;-0.000294545
42.5193;0.4;0.966902;-0.000286434
43.43;0.4;0.966259;-0.000278827
44.3603;0.4;0.965619;-0.000271689
45.3105;0.4;0.964981;-0.000264985
46.281;0.4;0.964346;-0.000258676
47.2723;0.4;0.963713;-0.000252726
48.2848;0.4;0.96308;-0.000247099
49.3191;0.4;0.962448;-0.000241759
50.3755;0.4;0.961817;-0.000236672
51.4545;0.4;0.961185;-0.000231805
52.5566;0.4;0.960553;-0.000227126
53.6823;0.4;0.95992;-0.000222605
54.8322;0.4;0.959287;-0.000218213
56.0067;0.4;0.958652;-0.000213924
57.2063;0.4;0.958017;-0.000209713
58.4316;0.4;0.957381;-0.000205559
59.6832;0.4;0.956744;-0.000201441
60.9616;0.4;0.956107;-0.000197341
62.2673;0.4;0.95547;-0.000193243
63.6011;0.4;0.954832;-0.000189135
64.9634;0.4;0.954195;-0.000185005
66.3548;0.4;0.953559;-0.000180843
67.7761;0.4;0.952924;-0.000176643
69.2279;0.4;0.95229;-0.0001724
70.7107;0.4;0.951659;-0.00016811
72.2253;0.4;0.951031;-0.000163772
73.7723;0.4;0.950406;-0.000159387
75.3524;0.4;0.949785;-0.000154955
76.9665;0.4;0.949169;-0.00015048
78.615;0.4;0.948558;-0.000145967
80.2989;0.4;0.947953;-0.000141421
82.0189;0.4;0.947355;-0.000136849
83.7757;0.4;0.946764;-0.000132257
85.5701;0.4;0.946181;-0.000127653
87.403;0.4;0.945607;-0.000123047
89.2751;0.4;0.945042;-0.000118447
91.1873;0.4;0.944486;-0.000113862
93.1405;0.4;0.943942;-0.000109302
95.1355;0.4;0.943408;-0.000104776
97.1733;0.4;0.942886;-0.000100295
99.2547;0.4;0.942375;-9.58672e-05
101.381;0.4;0.941877;-9.15019e-05
103.552;0.4;0.941392;-8.72082e-05
105.77;0.4;0.940921;-8.29946e-05
108.036;0.4;0.940462;-7.88693e-05
110.35;0.4;0.940018;-7.48399e-05
112.713;0.4;0.939587;-7.09135e-05
115.128;0.4;0.939171;-6.70965e-05
117.594;0.4;0.938769;-6.33948e-05
120.112;0.4;0.938381;-5.98136e-05
122.685;0.4;0.938008;-5.63573e-05
125.313;0.4;0.937648;-5.30297e-05
127.997;0.4;0.937303;-4.9834e-05
130.739;0.4;0.936972;-4.67723e-05
133.539;0.4;0.936655;-4.38465e-05
136.399;0.4;0.936352;-4.10573e-05
139.321;0.4;0.936062;-3.8405e-05
142.305;0.4;0.935785;-3.58892e-05
145.353;0.4;0.93552;-3.35087e-05
148.467;0.4;0.935269;-3.12621e-05
151.647;0.4;0.935029;-2.91469e-05
154.895;0.4;0.9348;-2.71605e-05
158.213;0.4;0.934583;-2.52996e-05
161.602;0.4;0.934376;-2.35605e-05
165.063;0.4;0.934179;-2.19392e-05
168.599;0.4;0.933992;-2.04314e-05
172.21;0.4;0.933814;-1.90322e-05
175.899;0.4;0.933644;-1.7737e-05
179.666;0.4;0.933483;-1.65405e-05
183.515;0.4;0.933329;-1.54377e-05
187.445;0.4;0.933183;-1.44232e-05
191.46;0.4;0.933043;-1.34918e-05
195.561;0.4;0.932909;-1.26381e-05
199.75;0.4;0.932781;-1.18569e-05
204.029;0.4;0.932658;-1.11432e-05
208.399;0.4;0.93254;-1.04918e-05
212.863;0.4;0.932426;-9.89788e-06
217.422;0.4;0.932316;-9.35679e-06
222.079;0.4;0.93221;-8.86401e-06
226.836;0.4;0.932107;-8.41528e-06
231.694;0.4;0.932008;-8.00657e-06
236.657;0.4;0.931911;-7.63406e-06
241.726;0.4;0.931816;-7.29421e-06
246.904;0.4;0.931724;-6.98371e-06
252.193;0.4;0.931633;-6.69953e-06
257.594;0.4;0.931545;-6.43884e-06
263.112;0.4;0.931458;-6.1991e-06
268.748;0.4;0.931372;-5.97796e-06
274.504;0.4;0.931287;-5.77333e-06
280.384;0.4;0.931204;-5.58331e-06
286.389;0.4;0.931121;-5.40621e-06
292.524;0.4;0.93104;-5.24052e-06
298.789;0.4;0.930959;-5.08492e-06
305.189;0.4;0.930879;-4.93823e-06
311.726;0.4;0.930799;-4.79943e-06
318.403;0.4;0.93072;-4.66762e-06
325.223;0.4;0.930642;-4.54204e-06
332.189;0.4;0.930564;-4.42201e-06
339.305;0.4;0.930486;-4.30696e-06
346.572;0.4;0.930409;-4.1964e-06
353.996;0.4;0.930332;-4.08991e-06
361.578;0.4;0.930255;-3.98714e-06
369.323;0.4;0.930179;-3.88779e-06
377.234;0.4;0.930103;-3.7916e-06
385.314;0.4;0.930028;-3.69835e-06
393.567;0.4;0.929952;-3.60787e-06
401.997;0.4;0.929877;-3.52e-06
410.608;0.4;0.929802;-3.43461e-06
419.403;0.4;0.929728;-3.35159e-06
428.386;0.4;0.929653;-3.27083e-06
437.562;0.4;0.929579;-3.19227e-06
446.934;0.4;0.929505;-3.11582e-06
456.507;0.4;0.929432;-3.04142e-06
466.285;0.4;0.929358;-2.96901e-06
476.273;0.4;0.929285;-2.89855e-06
486.474;0.4;0.929212;-2.82999e-06
496.894;0.4;0.929139;-2.76328e-06
507.538;0.4;0.929066;-2.69839e-06
518.409;0.4;0.928994;-2.63528e-06
529.513;0.4;0.928922;-2.57392e-06
540.855;0.4;0.92885;-2.51427e-06
552.439;0.4;0.928778;-2.45631e-06
564.272;0.4;0.928706;-2.40002e-06
576.359;0.4;0.928634;-2.34536e-06
588.704;0.4;0.928562;-2.29232e-06
601.314;0.4;0.928491;-2.24087e-06
614.194;0.4;0.92842;-2.191e-06
627.349;0.4;0.928348;-2.14269e-06
640.787;0.4;0.928277;-2.09593e-06
654.512;0.4;0.928206;-2.0507e-06
668.531;0.4;0.928135;-2.00698e-06
682.851;0.4;0.928064;-1.96475e-06
697.477;0.4;0.927993;-1.92397e-06
712.417;0.4;0.927922;-1.88457e-06
727.676;0.4;0.927851;-1.84645e-06
743.263;0.4;0.927779;-1.8094e-06
759.183;0.4;0.927708;-1.77311e-06
775.444;0.4;0.927637;-1.73708e-06
792.054;0.4;0.927565;-1.7005e-06
809.019;0.4;0.927494;-1.66218e-06
826.348;0.4;0.927423;-1.62046e-06
844.048;0.4;0.927352;-1.57311e-06
862.127;0.4;0.927282;-1.51757e-06
880.593;0.4;0.927214;-1.45137e-06
899.455;0.4;0.927147;-1.3731e-06
918.721;0.4;0.927083;-1.28386e-06
938.399;0.4;0.927022;-1.18856e-06
958.499;0.4;0.926965;-1.09603e-06
979.03;0.4;0.926911;-1.01682e-06
1000;0.4;0.926859;-9.58835e-07
0.001;0.6;1.58038;0.00227496
0.00103466;0.6;1.58037;0.00226517
0.00107051;0.6;1.58036;0.00225505
0.00110761;0.6;1.58036;0.00224457
0.001146;0.6;1.58035;0.00223374
0.00118571;0.6;1.58034;0.00222253
0.0012268;0.6;1.58033;0.00221094
0.00126932;0.6;1.58032;0.00219896
0.00131331;0.6;1.58031;0.00218656
0.00135882;0.6;1.5803;0.00217373
0.00140591;0.6;1.58029;0.00216047
0.00145464;0.6;1.58027;0.00214675
0.00150505;0.6;1.58026;0.00213256
0.00155721;0.6;1.58025;0.00211788
0.00161117;0.6;1.58024;0.00210271
0.00166701;0.6;1.58022;0.00208701
0.00172478;0.6;1.58021;0.00207078
0.00178456;0.6;1.5802;0.00205399
0.0018464;0.6;1.58018;0.00203663
0.00191039;0.6;1.58017;0.00201867
0.00197659;0.6;1.58015;0.00200011
0.00204509;0.6;1.58014;0.00198091
0.00211597;0.6;1.58012;0.00196105
0.0021893;0.6;1.5801;0.00194052
0.00226517;0.6;1.58008;0.00191929
0.00234367;0.6;1.58007;0.00189733
0.00242489;0.6;1.58005;0.00187463
0.00250893;0.6;1.58003;0.00185116
0.00259588;0.6;1.58001;0.00182689
0.00268584;0.6;1.57999;0.00180179
0.00277892;0.6;1.57996;0.00177585
0.00287523;0.6;1.57994;0.00174902
0.00297487;0.6;1.57992;0.00172129
0.00307797;0.6;1.57989;0.00169261
0.00318464;0.6;1.57987;0.00166297
0.003295;0.6;1.57984;0.00163232
0.00340919;0.6;1.57982;0.00160064
0.00352734;0.6;1.57979;0.00156789
0.00364958;0.6;1.57976;0.00153403
0.00377606;0.6;1.57973;0.00149904
0.00390693;0.6;1.5797;0.00146287
0.00404232;0.6;1.57967;0.00142547
0.00418241;0.6;1.57964;0.00138683
0.00432736;0.6;1.5796;0.00134688
0.00447733;0.6;1.57957;0.0013056
0.00463249;0.6;1.57953;0.00126294
0.00479303;0.6;1.57949;0.00121884
0.00495914;0.6;1.57945;0.00117328
0.005131;0.6;1.57941;0.00112619
0.00530882;0.6;1.57937;0.00107753
0.0054928;0.6;1.57933;0.00102725
0.00568316;0.6;1.57929;0.000975296
0.00588011;0.6;1.57924;0.000921618
0.00608389;0.6;1.57919;0.000866158
0.00629474;0.6;1.57914;0.000808859
0.00651288;0.6;1.57909;0.000749665
0.00673859;0.6;1.57904;0.000688513
0.00697212;0.6;1.57898;0.000625342
0.00721375;0.6;1.57893;0.000560089
0.00746375;0.6;1.57887;0.000492687
0.00772241;0.6;1.57881;0.00042307
0.00799003;0.6;1.57875;0.000351166
0.00826694;0.6;1.57868;0.000276906
0.00855343;0.6;1.57862;0.000200214
0.00884986;0.6;1.57855;0.000121016
0.00915656;0.6;1.57848;3.92317e-05
0.00947388;0.6;1.5784;-4.52178e-05
0.00980221;0.6;1.57833;-0.000132416
0.0101419;0.6;1.57825;-0.000222448
0.0104934;0.6;1.57817;-0.000315402
0.010857;0.6;1.57808;-0.000411368
0.0112333;0.6;1.57799;-0.00051044
0.0116226;0.6;1.5779;-0.000612713
0.0120254;0.6;1.57781;-0.000718287
0.0124421;0.6;1.57771;-0.000827264
0.0128733;0.6;1.57762;-0.000939748
0.0133195;0.6;1.57751;-0.00105585
0.0137811;0.6;1.5774;-0.00117954
0.0142587;0.6;1.57729;-0.00130321
0.0147528;0.6;1.57718;-0.00143085
0.0152641;0.6;1.57706;-0.00156257
0.0157931;0.6;1.57694;-0.0016985
0.0163404;0.6;1.57682;-0.00183878
0.0169067;0.6;1.57669;-0.00198354
0.0174926;0.6;1.57655;-0.00213292
0.0180988;0.6;1.57642;-0.00228707
0.018726;0.6;1.57627;-0.00244613
0.019375;0.6;1.57613;-0.00261027
0.0200464;0.6;1.57598;-0.00277964
0.0207412;0.6;1.57582;-0.00295442
0.02146;0.6;1.57566;-0.00313477
0.0222037;0.6;1.57549;-0.00332088
0.0229732;0.6;1.57532;-0.00351294
0.0237693;0.6;1.57514;-0.00371113
0.0245931;0.6;1.57496;-0.00391568
0.0254454;0.6;1.57477;-0.00412679
0.0263272;0.6;1.57457;-0.00434468
0.0272396;0.6;1.57437;-0.00456958
0.0281836;0.6;1.57416;-0.00480173
0.0291603;0.6;1.57395;-0.0050414
0.0301709;0.6;1.57373;-0.00528883
0.0312165;0.6;1.5735;-0.00554432
0.0322983;0.6;1.57326;-0.00581216
0.0334176;0.6;1.57302;-0.00608463
0.0345757;0.6;1.57277;-0.00636607
0.035774;0.6;1.57251;-0.0066568
0.0370138;0.6;1.57225;-0.00695719
0.0382965;0.6;1.57197;-0.0072676
0.0396237;0.6;1.57169;-0.00758843
0.0409969;0.6;1.5714;-0.00792009
0.0424177;0.6;1.5711;-0.008263
0.0438877;0.6;1.57078;-0.00879868
0.0454086;0.6;1.57046;-0.00916495
0.0469823;0.6;1.57013;-0.00954391
0.0486105;0.6;1.56979;-0.00993609
0.0502952;0.6;1.56944;-0.010346
0.0520382;0.6;1.56907;-0.0107664
0.0538416;0.6;1.5687;-0.0112017
0.0557075;0.6;1.56832;-0.0116526
0.0576381;0.6;1.56792;-0.0121198
0.0596356;0.6;1.56751;-0.0126039
0.0617023;0.6;1.56708;-0.0131056
0.0638407;0.6;1.56664;-0.0136255
0.0660531;0.6;1.56618;-0.0141643
0.0683422;0.6;1.5657;-0.0147263
0.0707107;0.6;1.56521;-0.0153045
0.0731612;0.6;1.5647;-0.015903
0.0756967;0.6;1.56417;-0.0165222
0.07832;0.6;1.56361;-0.0171621
0.0810342;0.6;1.56303;-0.0178227
0.0838425;0.6;1.56242;-0.018507
0.0867482;0.6;1.56179;-0.0192079
0.0897545;0.6;1.56113;-0.0199282
0.092865;0.6;1.56044;-0.0206671
0.0960833;0.6;1.55969;-0.0216071
0.0994131;0.6;1.55894;-0.0223821
0.102858;0.6;1.55817;-0.0231704
0.106423;0.6;1.55737;-0.0239741
